city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
"""Ta Khmau""","""Ta Khmau""",11.4833,104.9500,Cambodia,KH,KHM,Kandal,admin,,1116571704
"""Hưng Yên""","""Hung Yen""",20.6464,106.0511,Vietnam,VN,VNM,"""Hưng Yên""",admin,,1704000203
"""Bueng Kan""","""Bueng Kan""",18.3669,103.6552,Thailand,TH,THA,"""Bueng Kan""",admin,4494,1764944006
Isulan,Isulan,6.6294,124.6051,Philippines,PH,PHL,"""Sultan Kudarat""",admin,,1608085930
Boac,Boac,13.4463,121.8400,Philippines,PH,PHL,Marinduque,admin,,1608972476
Tubod,Tubod,8.0555,123.7904,Philippines,PH,PHL,"""Lanao del Norte""",admin,,1608442374
Mamburao,Mamburao,13.2233,120.5960,Philippines,PH,PHL,"""Occidental Mindoro""",admin,,1608912012
Nabunturan,Nabunturan,7.6029,125.9629,Philippines,PH,PHL,"""Compostela Valley""",admin,,1608879246
Malita,Malita,6.4150,125.6117,Philippines,PH,PHL,"""Davao Occidental""",admin,,1608802375
Bangued,Bangued,17.5982,120.6155,Philippines,PH,PHL,Abra,admin,,1608442037
Mambajao,Mambajao,9.2504,124.7156,Philippines,PH,PHL,Camiguin,admin,,1608281273
"""Louang Namtha""","""Louang Namtha""",20.9500,101.4167,Laos,LA,LAO,Louangnamtha,admin,3225,1418920136
Naval,Naval,11.5612,124.3952,Philippines,PH,PHL,Biliran,admin,,1608929611
Iba,Iba,15.3276,119.9780,Philippines,PH,PHL,Zambales,admin,,1608986957
Lingayen,Lingayen,16.0218,120.2319,Philippines,PH,PHL,Pangasinan,admin,,1608464071
Banlung,Banlung,13.7394,106.9873,Cambodia,KH,KHM,Ratanakiri,admin,,1116605438
"""Phủ Lý""","""Phu Ly""",20.5453,105.9122,Vietnam,VN,VNM,"""Hà Nam""",admin,,1704841896
Romblon,Romblon,12.5751,122.2708,Philippines,PH,PHL,Romblon,admin,,1608428749
Alabel,Alabel,6.1018,125.2905,Philippines,PH,PHL,Sarangani,admin,,1608579431
Baler,Baler,15.7589,121.5607,Philippines,PH,PHL,Aurora,admin,,1608495530
Siquijor,Siquijor,9.2142,123.5150,Philippines,PH,PHL,Siquijor,admin,,1608692949
Sihanoukville,Sihanoukville,10.6333,103.5000,Cambodia,KH,KHM,Sihanoukville,admin,,1116098692
"""Vĩnh Yên""","""Vinh Yen""",21.3100,105.5967,Vietnam,VN,VNM,"""Vĩnh Phúc""",admin,,1704905946
Lagawe,Lagawe,16.8000,121.1192,Philippines,PH,PHL,Ifugao,admin,,1608396110
"""Tam Kỳ""","""Tam Ky""",15.5667,108.4833,Vietnam,VN,VNM,"""Quảng Nam""",admin,,1704410655
Ipil,Ipil,7.7844,122.5861,Philippines,PH,PHL,"""Zamboanga Sibugay""",admin,,1608307222
Labuan,Labuan,5.2803,115.2475,Malaysia,MY,MYS,Labuan,admin,,1458460967
"""Điện Biên Phủ""","""Dien Bien Phu""",21.3833,103.0169,Vietnam,VN,VNM,"""Điện Biên""",admin,,1704081536
Basco,Basco,20.4486,121.9702,Philippines,PH,PHL,Batanes,admin,,1608620601
"""Shariff Aguak""","""Shariff Aguak""",6.8647,124.4417,Philippines,PH,PHL,Maguindanao,admin,,1608346338
Cabarroguis,Cabarroguis,16.5111,121.5212,Philippines,PH,PHL,Quirino,admin,,1608312278
Jordan,Jordan,10.6584,122.5963,Philippines,PH,PHL,Guimaras,admin,,1608769914
Suong,Suong,11.9167,105.6500,Cambodia,KH,KHM,"""Tbong Khmum""",admin,,1116319433
"""Đồng Xoài""","""Dong Xoai""",11.5349,106.8832,Vietnam,VN,VNM,"""Bình Phước""",admin,,1704845487
Bontoc,Bontoc,17.0899,120.9780,Philippines,PH,PHL,Mountain,admin,,1608526537
"""Đà Lạt""","""Da Lat""",11.9359,108.4429,Vietnam,VN,VNM,"""Lâm Đồng""",admin,,1704933464
Kabugao,Kabugao,18.0231,121.1840,Philippines,PH,PHL,Apayao,admin,,1608841504
"""Lai Châu""","""Lai Chau""",22.3991,103.4393,Vietnam,VN,VNM,"""Lai Châu""",admin,,1704983526
Prosperidad,Prosperidad,8.5800,125.8964,Philippines,PH,PHL,"""Agusan del Sur""",admin,,1608461552
"""Kon Tum""","""Kon Tum""",14.3417,107.9792,Vietnam,VN,VNM,"""Kon Tum""",admin,,1704988146
"""Santa Cruz""","""Santa Cruz""",14.1167,121.2833,Philippines,PH,PHL,Laguna,admin,,1608131481
Samraong,Samraong,14.1817,103.5176,Cambodia,KH,KHM,"""Oddar Meanchey""",admin,,1116989175
Koronadal,Koronadal,6.2541,124.9922,Philippines,PH,PHL,"""South Cotabato""",admin,,1608108139
"""Gia Nghĩa""","""Gia Nghia""",12.0042,107.6907,Vietnam,VN,VNM,"""Đắk Nông""",admin,,1704361005
Tutong,Tutong,4.8028,114.6492,Brunei,BN,BRN,Tutong,admin,,1096181037
Pailin,Pailin,12.8489,102.6093,Cambodia,KH,KHM,Pailin,admin,,1116050327
Phôn-Hông,Phon-Hong,18.4953,102.4153,Laos,LA,LAO,Viangchan,admin,,1418592644
"""San Jose""","""San Jose""",10.1800,125.5683,Philippines,PH,PHL,"""Dinagat Islands""",admin,,1608435522
Phônsavan,Phonsavan,19.4500,103.2000,Laos,LA,LAO,Xiangkhouang,admin,,1418378289
Pakxan,Pakxan,18.3831,103.6669,Laos,LA,LAO,Bolikhamxai,admin,,1418088090
Sofifi,Sofifi,0.7373,127.5588,Indonesia,ID,IDN,"""Maluku Utara""",admin,,1360431437
Tabuk,Tabuk,17.4084,121.2785,Philippines,PH,PHL,Kalinga,admin,,1608980358
Mamuju,Mamuju,-2.6806,118.8861,Indonesia,ID,IDN,"""Sulawesi Barat""",admin,,1360687242
Xai,Xai,20.6922,101.9847,Laos,LA,LAO,Oudômxai,admin,,1418805827
Bangar,Bangar,4.7083,115.0736,Brunei,BN,BRN,Temburong,admin,,1096321221
Pili,Pili,13.7177,123.7448,Philippines,PH,PHL,"""Camarines Sur""",admin,,1608825988
Xékong,Xekong,15.3503,106.7286,Laos,LA,LAO,Xékong,admin,,1418000082
"""Tanjung Selor""","""Tanjung Selor""",2.8375,117.3653,Indonesia,ID,IDN,"""Kalimantan Utara""",admin,,1360029270
Anouvông,Anouvong,18.8989,103.0919,Laos,LA,LAO,Xaisômboun,admin,,1418294155
Tayabas,Tayabas,14.0167,121.5833,Philippines,PH,PHL,Quezon,,99779,1608195528
Tacurong,Tacurong,6.6833,124.6667,Philippines,PH,PHL,"""Sultan Kudarat""",,98316,1608479806
Tomohon,Tomohon,1.3244,124.8225,Indonesia,ID,IDN,"""Sulawesi Utara""",minor,96411,1360014714
Guihulñgan,Guihulngan,10.1167,123.2667,Philippines,PH,PHL,"""Negros Oriental""",,95969,1608628412
Bislig,Bislig,8.1833,126.3500,Philippines,PH,PHL,"""Surigao del Sur""",,94535,1608693408
Escalante,Escalante,10.8333,123.5000,Philippines,PH,PHL,"""Negros Occidental""",,94070,1608433743
Sampit,Sampit,-2.5329,112.9500,Indonesia,ID,IDN,"""Kalimantan Tengah""",minor,92710,1360020231
Alaminos,Alaminos,16.1553,119.9808,Philippines,PH,PHL,Pangasinan,,89708,1608828653
Victorias,Victorias,10.9000,123.0833,Philippines,PH,PHL,"""Negros Occidental""",,87933,1608236440
Pariaman,Pariaman,-0.6261,100.1206,Indonesia,ID,IDN,"""Sumatera Barat""",minor,85485,1360811086
Sumenep,Sumenep,-7.0049,113.8496,Indonesia,ID,IDN,"""Jawa Timur""",minor,84656,1360439354
Tual,Tual,-5.6385,132.7450,Indonesia,ID,IDN,Maluku,,82955,1360221504
Dapitan,Dapitan,8.6549,123.4243,Philippines,PH,PHL,"""Zamboanga del Norte""",,82418,1608014287
"""Science City of Muñoz""","""Science City of Munoz""",15.7167,120.9000,Philippines,PH,PHL,"""Nueva Ecija""",,81483,1608795106
Watampone,Watampone,-4.5328,120.3334,Indonesia,ID,IDN,"""Sulawesi Selatan""",minor,81629,1360956480
Passi,Passi,11.1000,122.6333,Philippines,PH,PHL,Iloilo,,80544,1608905309
Tanjay,Tanjay,9.5167,123.1583,Philippines,PH,PHL,"""Negros Oriental""",,80532,1608955515
Bogo,Bogo,11.0167,124.0000,Philippines,PH,PHL,Cebu,,78120,1608673076
Subulussalam,Subulussalam,2.6422,98.0042,Indonesia,ID,IDN,Aceh,,78801,1360306114
"""Ban Laem Chabang""","""Ban Laem Chabang""",13.0860,100.9247,Thailand,TH,THA,"""Chon Buri""",,77798,1764108164
Ende,Ende,-8.8333,121.6500,Indonesia,ID,IDN,"""Nusa Tenggara Timur""",minor,77205,1360796329
Tuban,Tuban,-6.8995,112.0500,Indonesia,ID,IDN,"""Jawa Timur""",minor,76242,1360482232
Bais,Bais,9.5907,123.1213,Philippines,PH,PHL,"""Negros Oriental""",,76291,1608298426
Lamitan,Lamitan,6.6500,122.1333,Philippines,PH,PHL,Basilan,,74782,1608647250
Tagaytay,Tagaytay,14.1000,120.9333,Philippines,PH,PHL,Cavite,,71181,1608593949
"""Ban Nong Prue""","""Ban Nong Prue""",12.9227,100.9375,Thailand,TH,THA,"""Chon Buri""",,70594,1764743967
Sipalay,Sipalay,9.7500,122.4000,Philippines,PH,PHL,"""Negros Occidental""",,70070,1608396492
"""Phú Quốc""","""Phu Quoc""",10.2289,103.9572,Vietnam,VN,VNM,"""Kiến Giang""",minor,70000,1704992616
Solok,Solok,-0.7883,100.6542,Indonesia,ID,IDN,"""Sumatera Barat""",,68602,1360178406
"""Ban Suan""","""Ban Suan""",13.3616,100.9795,Thailand,TH,THA,"""Chon Buri""",,66092,1764305340
"""Ko Samui""","""Ko Samui""",9.5157,99.9436,Thailand,TH,THA,"""Surat Thani""",minor,67265,1764771934
Lahat,Lahat,-3.8000,103.5333,Indonesia,ID,IDN,"""Sumatera Selatan""",minor,65906,1360094721
"""La Carlota""","""La Carlota""",10.4167,122.9167,Philippines,PH,PHL,"""Negros Occidental""",,64469,1608234277
"""Ban Lam Sam Kaeo""","""Ban Lam Sam Kaeo""",13.9726,100.6506,Thailand,TH,THA,"""Pathum Thani""",,63271,1764012428
Tangub,Tangub,8.0667,123.7500,Philippines,PH,PHL,"""Misamis Occidental""",,63011,1608158776
Tanjungpandan,Tanjungpandan,-2.7500,107.6500,Indonesia,ID,IDN,"""Kepulauan Bangka Belitung""",minor,62374,1360732632
Sawahlunto,Sawahlunto,-0.6828,100.7783,Indonesia,ID,IDN,"""Sumatera Barat""",,61427,1360188622
"""Ban Map Ta Phut""","""Ban Map Ta Phut""",12.7258,101.1722,Thailand,TH,THA,Rayong,,60928,1764852224
Candon,Candon,17.2000,120.4500,Philippines,PH,PHL,"""Ilocos Sur""",,60623,1608761578
Soasio,Soasio,0.6964,127.4360,Indonesia,ID,IDN,"""Maluku Utara""",,60611,1360827216
"""Hua Hin""","""Hua Hin""",12.5686,99.9578,Thailand,TH,THA,"""Prachuap Khiri Khan""",minor,59369,1764352388
"""Khlong Luang""","""Khlong Luang""",14.0649,100.6447,Thailand,TH,THA,"""Pathum Thani""",minor,56128,1764560763
Batac,Batac,18.0554,120.5649,Philippines,PH,PHL,"""Ilocos Norte""",,55201,1608314719
Canlaon,Canlaon,10.3833,123.2000,Philippines,PH,PHL,"""Negros Oriental""",,54509,1608924591
Ruteng,Ruteng,-8.6118,120.4698,Indonesia,ID,IDN,"""Nusa Tenggara Timur""",minor,53976,1360084520
"""Ban Om Noi""","""Ban Om Noi""",13.7001,100.3241,Thailand,TH,THA,"""Samut Sakhon""",,52457,1764298817
"""El Salvador""","""El Salvador""",8.5667,124.5167,Philippines,PH,PHL,"""Misamis Oriental""",,50204,1608813941
Waingapu,Waingapu,-9.6582,120.2530,Indonesia,ID,IDN,"""Nusa Tenggara Timur""",minor,48828,1360882365
Luwuk,Luwuk,-0.9396,122.7900,Indonesia,ID,IDN,"""Sulawesi Tengah""",minor,47778,1360727028
Amahai,Amahai,-3.3281,128.9405,Indonesia,ID,IDN,Maluku,minor,47653,1360767250
"""Ban Plai Bua Phatthana""","""Ban Plai Bua Phatthana""",13.9032,100.3989,Thailand,TH,THA,"""Pathum Thani""",,46274,1764928382
"""Ban Bang Mae Nang""","""Ban Bang Mae Nang""",13.8815,100.3759,Thailand,TH,THA,Nonthaburi,,45974,1764607798
Poso,Poso,-1.3896,120.7600,Indonesia,ID,IDN,"""Sulawesi Tengah""",minor,47110,1360727615
"""Ban Saen Suk""","""Ban Saen Suk""",13.2882,100.9144,Thailand,TH,THA,"""Chon Buri""",,45142,1764664241
Pemangkat,Pemangkat,1.1727,108.9808,Indonesia,ID,IDN,"""Kalimantan Barat""",,44783,1360279205
Nabire,Nabire,-3.3515,135.5134,Indonesia,ID,IDN,Papua,minor,43898,1360322221
Rantepao,Rantepao,-2.9690,119.9000,Indonesia,ID,IDN,"""Sulawesi Selatan""",minor,43123,1360797389
Singhanakhon,Singhanakhon,7.2389,100.5506,Thailand,TH,THA,Songkhla,minor,42423,1764839884
"""Su-ngai Kolok""","""Su-ngai Kolok""",6.0297,101.9668,Thailand,TH,THA,Narathiwat,minor,41590,1764527716
"""Muban Phimon Rat""","""Muban Phimon Rat""",13.9189,100.3922,Thailand,TH,THA,Nonthaburi,,41498,1764300431
"""Bình Long""","""Binh Long""",11.6504,106.6000,Vietnam,VN,VNM,"""Bình Phước""",,40279,1704953411
"""Ban Bang Khu Lat""","""Ban Bang Khu Lat""",13.9134,100.3690,Thailand,TH,THA,Nonthaburi,,38758,1764924013
Raub,Raub,3.7931,101.8569,Malaysia,MY,MYS,Pahang,,40024,1458881822
Sabang,Sabang,5.8931,95.3200,Indonesia,ID,IDN,Aceh,,38077,1360742506
Praya,Praya,-8.7223,116.2923,Indonesia,ID,IDN,"""Nusa Tenggara Barat""",minor,35183,1360664646
"""Pak Chong""","""Pak Chong""",14.6796,101.3976,Thailand,TH,THA,"""Nakhon Ratchasima""",minor,35736,1764898547
"""Kuala Kapuas""","""Kuala Kapuas""",-3.0996,114.3500,Indonesia,ID,IDN,"""Kalimantan Tengah""",minor,35632,1360858401
Cha-am,Cha-am,12.7997,99.9669,Thailand,TH,THA,Phetchaburi,minor,35581,1764087780
"""Ban Ang Sila""","""Ban Ang Sila""",13.3364,100.9278,Thailand,TH,THA,"""Chon Buri""",,33053,1764931523
"""Phra Phutthabat""","""Phra Phutthabat""",14.7212,100.8047,Thailand,TH,THA,"""Sara Buri""",minor,34322,1764815202
Merauke,Merauke,-8.4932,140.4018,Indonesia,ID,IDN,Papua,minor,34412,1360904439
"""Ban Pak Phun""","""Ban Pak Phun""",8.5391,99.9702,Thailand,TH,THA,"""Nakhon Si Thammarat""",,33407,1764808518
"""Chum Phae""","""Chum Phae""",16.5431,102.1104,Thailand,TH,THA,"""Khon Kaen""",minor,31597,1764511790
Kulat,Kulat,-8.7151,115.1841,Indonesia,ID,IDN,Bali,,30012,1360003468
"""Mae Sot""","""Mae Sot""",16.7101,98.5707,Thailand,TH,THA,Tak,minor,31530,1764198529
"""Thung Song""","""Thung Song""",8.1645,99.6804,Thailand,TH,THA,"""Nakhon Si Thammarat""",minor,30500,1764422992
"""Ban Aranyik""","""Ban Aranyik""",16.8146,100.3051,Thailand,TH,THA,Phitsanulok,,29825,1764420565
"""Ban Phai""","""Ban Phai""",16.0730,102.7362,Thailand,TH,THA,"""Khon Kaen""",minor,28913,1764026556
"""Warin Chamrap""","""Warin Chamrap""",15.2008,104.8612,Thailand,TH,THA,"""Ubon Ratchathani""",minor,28154,1764105770
"""Ban Chang""","""Ban Chang""",12.7209,101.0669,Thailand,TH,THA,Rayong,minor,27668,1764733644
Takhli,Takhli,15.2667,100.3500,Thailand,TH,THA,"""Nakhon Sawan""",minor,24563,1764978785
Sattahip,Sattahip,12.6636,100.9036,Thailand,TH,THA,"""Chon Buri""",minor,23418,1764518101
"""Ban Phru""","""Ban Phru""",6.9480,100.4794,Thailand,TH,THA,Songkhla,,23518,1764608441
"""Si Racha""","""Si Racha""",13.1744,100.9306,Thailand,TH,THA,"""Chon Buri""",minor,23400,1764003327
"""Ban Mae Cho""","""Ban Mae Cho""",18.9032,99.0041,Thailand,TH,THA,"""Chiang Mai""",,23140,1764558376
"""Wichian Buri""","""Wichian Buri""",15.6565,101.1072,Thailand,TH,THA,Phetchabun,minor,22995,1764906431
"""Ban Piang Luang""","""Ban Piang Luang""",19.6493,98.6352,Thailand,TH,THA,"""Chiang Mai""",,22215,1764002589
"""Ban Patong""","""Ban Patong""",7.8981,98.3047,Thailand,TH,THA,Phuket,,20363,1764195169
"""Nang Rong""","""Nang Rong""",14.6363,102.7746,Thailand,TH,THA,Buriram,minor,21493,1764430858
"""Wang Nam Yen""","""Wang Nam Yen""",13.5004,102.1806,Thailand,TH,THA,"""Sa Kaeo""",minor,21301,1764123627
Sadao,Sadao,6.6386,100.4240,Thailand,TH,THA,Songkhla,minor,21086,1764417199
Seria,Seria,4.6142,114.3303,Brunei,BN,BRN,Belait,,21082,1096351415
"""Mae Sai""","""Mae Sai""",20.4266,99.8841,Thailand,TH,THA,"""Chiang Rai""",minor,20699,1764624336
"""Pak Phanang""","""Pak Phanang""",8.3511,100.2019,Thailand,TH,THA,"""Nakhon Si Thammarat""",minor,20425,1764714642
"""Kampong Thum""","""Kampong Thum""",12.7120,104.8890,Cambodia,KH,KHM,"""Kampong Thom""",,19951,1116000326
"""Ban Tha Kham""","""Ban Tha Kham""",9.1059,99.2326,Thailand,TH,THA,"""Surat Thani""",,19939,1764400647
"""Ban Na San""","""Ban Na San""",8.7997,99.3635,Thailand,TH,THA,"""Surat Thani""",minor,19801,1764021256
"""Ban Bueng""","""Ban Bueng""",13.3140,101.1114,Thailand,TH,THA,"""Chon Buri""",minor,19346,1764134032
Kantharalak,Kantharalak,14.6536,104.6278,Thailand,TH,THA,Sisaket,minor,19392,1764009547
"""Ban Mae Kha Tai""","""Ban Mae Kha Tai""",18.7433,98.9640,Thailand,TH,THA,"""Chiang Mai""",,18564,1764637838
Lumphat,Lumphat,13.5070,106.9810,Cambodia,KH,KHM,Ratanakiri,minor,19205,1116149070
"""Tak Bai""","""Tak Bai""",6.2592,102.0530,Thailand,TH,THA,Narathiwat,minor,18943,1764842940
"""Tha Bo""","""Tha Bo""",17.8494,102.5858,Thailand,TH,THA,"""Nong Khai""",minor,18320,1764956322
"""Sam Phran""","""Sam Phran""",13.7270,100.2153,Thailand,TH,THA,"""Nakhon Pathom""",minor,17611,1764639144
Sikhio,Sikhio,14.9000,101.7167,Thailand,TH,THA,"""Nakhon Ratchasima""",minor,18209,1764681503
"""Ban Thum""","""Ban Thum""",16.4523,102.7225,Thailand,TH,THA,"""Khon Kaen""",,17564,1764043980
"""Ban Pong""","""Ban Pong""",13.8174,99.8830,Thailand,TH,THA,Ratchaburi,minor,17298,1764963515
Sawankhalok,Sawankhalok,17.3096,99.8266,Thailand,TH,THA,Sukhothai,minor,17148,1764710205
"""Ban Thung Tam Sao""","""Ban Thung Tam Sao""",6.9581,100.3207,Thailand,TH,THA,Songkhla,,16344,1764139945
Aranyaprathet,Aranyaprathet,13.6928,102.5017,Thailand,TH,THA,"""Sa Kaeo""",minor,16211,1764167237
"""Ban Dung""","""Ban Dung""",17.6986,103.2613,Thailand,TH,THA,"""Udon Thani""",minor,15913,1764905558
"""Si Satchanalai""","""Si Satchanalai""",17.4155,99.8152,Thailand,TH,THA,Sukhothai,minor,15691,1764174789
"""Kuala Lipis""","""Kuala Lipis""",4.1840,102.0420,Malaysia,MY,MYS,Pahang,,15448,1458124212
"""Ban Na Kham""","""Ban Na Kham""",14.0681,101.8125,Thailand,TH,THA,"""Prachin Buri""",,15465,1764834379
"""Ban Ton Pao""","""Ban Ton Pao""",18.7591,99.0784,Thailand,TH,THA,"""Chiang Mai""",,15175,1764110544
"""Taphan Hin""","""Taphan Hin""",16.2108,100.4188,Thailand,TH,THA,Phichit,minor,15329,1764640959
Thoen,Thoen,17.6118,99.2160,Thailand,TH,THA,Lampang,minor,15360,1764582305
"""Bang Racham""","""Bang Racham""",14.8864,100.3235,Thailand,TH,THA,"""Sing Buri""",minor,14577,1764338966
"""Sai Buri""","""Sai Buri""",6.7012,101.6181,Thailand,TH,THA,Pattani,minor,14137,1764406670
"""Det Udom""","""Det Udom""",14.9060,105.0784,Thailand,TH,THA,"""Ubon Ratchathani""",minor,14264,1764920064
"""Pak Thong Chai""","""Pak Thong Chai""",14.7302,102.0263,Thailand,TH,THA,"""Nakhon Ratchasima""",minor,14272,1764718877
"""Bua Yai""","""Bua Yai""",15.5858,102.4337,Thailand,TH,THA,"""Nakhon Ratchasima""",minor,14168,1764992879
"""Dok Kham Tai""","""Dok Kham Tai""",19.1612,99.9946,Thailand,TH,THA,Phayao,minor,13450,1764998774
Champasak,Champasak,14.8833,105.8667,Laos,LA,LAO,Champasak,,13400,1418902447
"""Song Phi Nong""","""Song Phi Nong""",14.2306,100.0389,Thailand,TH,THA,"""Suphan Buri""",minor,12926,1764684967
"""Kaeng Khoi""","""Kaeng Khoi""",14.5864,100.9967,Thailand,TH,THA,"""Sara Buri""",minor,12752,1764167813
Kantang,Kantang,7.4067,99.5150,Thailand,TH,THA,Trang,minor,12533,1764372106
"""Lom Sak""","""Lom Sak""",16.7775,101.2468,Thailand,TH,THA,Phetchabun,minor,12290,1764798281
"""Tha Maka""","""Tha Maka""",13.9499,99.7530,Thailand,TH,THA,Kanchanaburi,minor,11966,1764775732
"""Wang Saphung""","""Wang Saphung""",17.2995,101.7624,Thailand,TH,THA,Loei,minor,11992,1764106072
"""Don Sak""","""Don Sak""",9.3169,99.6944,Thailand,TH,THA,"""Surat Thani""",minor,11934,1764466914
Kuchinarai,Kuchinarai,16.5318,104.0440,Thailand,TH,THA,Kalasin,minor,11753,1764821226
Phon,Phon,15.8160,102.5998,Thailand,TH,THA,"""Khon Kaen""",minor,11593,1764718749
"""Ban Sam Khwai Phueak""","""Ban Sam Khwai Phueak""",13.8283,100.1041,Thailand,TH,THA,"""Nakhon Pathom""",,10837,1764661640
"""Phanat Nikhom""","""Phanat Nikhom""",13.4458,101.1844,Thailand,TH,THA,"""Chon Buri""",minor,11032,1764762615
"""Lang Suan""","""Lang Suan""",9.9519,99.0813,Thailand,TH,THA,Chumphon,minor,11250,1764676997
Khlung,Khlung,12.4547,102.2214,Thailand,TH,THA,Chanthaburi,minor,11073,1764654331
"""Phibun Mangsahan""","""Phibun Mangsahan""",15.2482,105.2296,Thailand,TH,THA,"""Ubon Ratchathani""",minor,10842,1764591980
Kranuan,Kranuan,16.7081,103.0811,Thailand,TH,THA,"""Khon Kaen""",minor,10726,1764256426
Makale,Makale,-3.0860,119.8469,Indonesia,ID,IDN,"""Sulawesi Selatan""",minor,9960,1360576738
"""Tha Mai""","""Tha Mai""",12.6196,102.0112,Thailand,TH,THA,Chanthaburi,minor,9843,1764588619
Photharam,Photharam,13.6918,99.8531,Thailand,TH,THA,Ratchaburi,minor,9575,1764429218
"""Ban Krot""","""Ban Krot""",14.3121,100.6005,Thailand,TH,THA,"""Phra Nakhon Si Ayutthaya""",,9471,1764143463
"""Takua Pa""","""Takua Pa""",8.8658,98.3413,Thailand,TH,THA,Phangnga,minor,8815,1764000562
"""Bang Mun Nak""","""Bang Mun Nak""",16.0278,100.3792,Thailand,TH,THA,Phichit,minor,8756,1764958140
Chumsaeng,Chumsaeng,15.8980,100.3110,Thailand,TH,THA,"""Nakhon Sawan""",minor,8426,1764781477
Tarutung,Tarutung,2.0171,98.9667,Indonesia,ID,IDN,"""Sumatera Utara""",minor,1305,1360333240
"""Luân Châu""","""Luan Chau""",21.7400,103.3430,Vietnam,VN,VNM,"""Điện Biên""",,7335,1704201464
Xiangkhoang,Xiangkhoang,19.3337,103.3666,Laos,LA,LAO,Xiangkhouang,,5189,1418829021
Buton,Buton,4.2170,108.2000,Indonesia,ID,IDN,"""Kepulauan Riau""",,140,1360984658
